Season,Game,Team For,Team Against,ExpG,ActG,Player,Month
2016,310,West Ham,Chelsea,0.489813995,,A Carroll,March
2016,310,West Ham,Chelsea,0.486725664,,A Carroll,March
2016,310,West Ham,Chelsea,0.105969791,,Payet,March
2016,302,Swansea,Aston Villa,0.489813995,1,F Fernandez,March
2016,302,Aston Villa,Swansea,0.33273703,,Gestede,March
2016,302,Aston Villa,Swansea,0.489813995,,Lescott,March
2016,303,Tottenham,Bournemouth,0.428315412,1,Kane,March
2016,303,Tottenham,Bournemouth,0.338680927,1,Kane,March
2016,303,Tottenham,Bournemouth,0.105969791,,Kane,March
2016,303,Tottenham,Bournemouth,0.105969791,,Dele Alli,March
2016,303,Tottenham,Bournemouth,0.105969791,,Kane,March
2016,303,Tottenham,Bournemouth,0.486725664,1,Eriksen,March
2016,303,Tottenham,Bournemouth,0.125,,Mason,March
2016,303,Tottenham,Bournemouth,0.070063694,,Eriksen,March
2016,305,Liverpool,Southampton,0.486725664,,Can,March
2016,305,Liverpool,Southampton,0.105969791,,Sturridge,March
2016,305,Liverpool,Southampton,0.105969791,1,Coutinho,March
2016,305,Liverpool,Southampton,0.3025,1,Sturridge,March
2016,305,Liverpool,Southampton,0.356466877,,Allen,March
2016,305,Liverpool,Southampton,0.208219178,,Sturridge,March
2016,305,Liverpool,Southampton,0.195592287,,Origi,March
2016,305,Liverpool,Southampton,0.489813995,,Can,March
2016,305,Liverpool,Southampton,0.251748252,,Clyne,March
2016,305,Southampton,Liverpool,0.828,,Mane,March
2016,305,Southampton,Liverpool,0.27027027,1,Mane,March
2016,305,Southampton,Liverpool,0.24702381,1,Pelle,March
2016,305,Southampton,Liverpool,0.251533742,1,Mane,March
2016,305,Southampton,Liverpool,0.105969791,,Pelle,March
2016,306,Man Utd,Man CIty,0.27027027,1,Rashford,March
2016,306,Man Utd,Man CIty,0.105969791,,Martial,March
2016,306,Man Utd,Man CIty,0.103225806,,Rojo,March
2016,306,Man Utd,Man CIty,0.06547619,,Martial,March
2016,306,Man CIty,Man Utd,0.070063694,,Navas,March
2016,306,Man CIty,Man Utd,0.3025,,Sagna,March
2016,306,Man CIty,Man Utd,0.486725664,,Bony,March
2016,309,Newcastle,Sunderland,0.105969791,,Townsend,March
2016,309,Newcastle,Sunderland,0.197435897,,Perez,March
2016,309,Newcastle,Sunderland,0.383802817,,Mitrovic,March
2016,309,Newcastle,Sunderland,0.251748252,,M Sissoko,March
2016,309,Newcastle,Sunderland,0.251748252,,Perez,March
2016,309,Newcastle,Sunderland,0.105969791,,Shelvey,March
2016,309,Newcastle,Sunderland,0.506276151,1,Mitrovic,March
2016,309,Newcastle,Sunderland,0.105969791,,Shelvey,March
2016,309,Sunderland,Newcastle,0.486725664,,Rodwell,March
2016,309,Sunderland,Newcastle,0.180232558,,Borini,March
2016,309,Sunderland,Newcastle,0.383802817,1,Defoe,March
2016,309,Sunderland,Newcastle,0.197435897,,van Aanholt,March
2016,311,Aston Villa,Chelsea,0.105969791,,Gestede,April
2016,311,Aston Villa,Chelsea,0.197435897,,Gil,April
2016,311,Aston Villa,Chelsea,0.19,,J Ayew,April
2016,311,Aston Villa,Chelsea,0.105969791,,J Ayew,April
2016,311,Chelsea,Aston Villa,0.33273703,1,Loftus-Cheek,April
2016,311,Chelsea,Aston Villa,0.197435897,,Rahman,April
2016,311,Chelsea,Aston Villa,0.828,1,Pato,April
2016,311,Chelsea,Aston Villa,0.489813995,1,Pedro,April
2016,311,Chelsea,Aston Villa,0.125,,Oscar,April
2016,311,Chelsea,Aston Villa,0.15270936,,Pato,April
2016,311,Chelsea,Aston Villa,0.554744526,1,Pedro,April
2016,311,Chelsea,Aston Villa,0.19,,Ivanovic,April
2016,312,West Ham,Crystal Palace,0.095588235,,Antonio,April
2016,312,West Ham,Crystal Palace,0.383802817,1,Lanzini,April
2016,312,West Ham,Crystal Palace,0.195592287,,D Sakho,April
2016,312,West Ham,Crystal Palace,0.105969791,,Payet,April
2016,312,West Ham,Crystal Palace,0.19,1,Payet,April
2016,312,West Ham,Crystal Palace,0.105969791,,Lanzini,April
2016,312,Crystal Palace,West Ham,0.338680927,,Ledley,April
2016,312,Crystal Palace,West Ham,0.506276151,1,Delaney,April
2016,312,Crystal Palace,West Ham,0.105969791,,Sako,April
2016,312,Crystal Palace,West Ham,0.3025,,Jedinak,April
2016,312,Crystal Palace,West Ham,0.489813995,1,Gayle,April
2016,314,Man CIty,Bournemouth,0.356466877,1,Fernando,April
2016,314,Man CIty,Bournemouth,0.105969791,,De Bruyne,April
2016,314,Man CIty,Bournemouth,0.24702381,1,De Bruyne,April
2016,314,Man CIty,Bournemouth,0.732110092,1,Aguero,April
2016,314,Man CIty,Bournemouth,0.125,,De Bruyne,April
2016,314,Man CIty,Bournemouth,0.197435897,,Kolarov,April
2016,314,Man CIty,Bournemouth,0.103225806,1,Kolarov,April
2016,314,Bournemouth,Man CIty,0.732110092,,Daniels,April
2016,314,Bournemouth,Man CIty,0.105969791,,Ritchie,April
2016,315,Newcastle,Norwich,0.105969791,,Townsend,April
2016,315,Newcastle,Norwich,0.24702381,,Mitrovic,April
2016,315,Newcastle,Norwich,0.356466877,1,Mitrovic,April
2016,315,Newcastle,Norwich,0.828,1,Mitrovic,April
2016,315,Newcastle,Norwich,0.428315412,,P Cisse,April
2016,315,Norwich,Newcastle,0.105969791,,Naismith,April
2016,315,Norwich,Newcastle,0.070063694,,R Brady,April
2016,315,Norwich,Newcastle,0.486725664,,Mbokani,April
2016,315,Norwich,Newcastle,0.489813995,1,Klose,April
2016,315,Norwich,Newcastle,0.195592287,1,Mbokani,April
2016,315,Norwich,Newcastle,0.195592287,1,M Olsson,April
2016,317,Swansea,Stoke,0.215909091,,Cork,April
2016,317,Swansea,Stoke,0.25,1,Sigurdsson,April
2016,317,Swansea,Stoke,0.181818182,1,Paloschi,April
2016,317,Stoke,Swansea,0.758687259,1,Afellay,April
2016,317,Stoke,Swansea,0.489813995,,Joselu,April
2016,317,Stoke,Swansea,0.181818182,1,Bojan,April
2016,317,Stoke,Swansea,0.105969791,,Imbula,April
2016,317,Stoke,Swansea,0.15270936,,Joselu,April
2016,318,Tottenham,Liverpool,0.25,,Eriksen,April
2016,318,Tottenham,Liverpool,0.105969791,,Dele Alli,April
2016,318,Tottenham,Liverpool,0.195592287,1,Kane,April
2016,318,Tottenham,Liverpool,0.105969791,,Eriksen,April
2016,318,Tottenham,Liverpool,0.105969791,,Dembele,April
2016,318,Liverpool,Tottenham,0.307692308,,Coutinho,April
2016,318,Liverpool,Tottenham,0.338680927,,Sturridge,April
2016,318,Liverpool,Tottenham,0.307692308,,Lallana,April
2016,318,Liverpool,Tottenham,0.486725664,,Lallana,April
2016,318,Liverpool,Tottenham,0.338461538,1,Coutinho,April
2016,318,Liverpool,Tottenham,0.208219178,,Origi,April
2016,318,Liverpool,Tottenham,0.105969791,,Henderson,April
2016,319,Arsenal,Watford,0.486725664,,A Sanchez,April
2016,319,Arsenal,Watford,0.758687259,1,A Sanchez,April
2016,319,Arsenal,Watford,0.057142857,,Iwobi,April
2016,319,Arsenal,Watford,0.19,,A Sanchez,April
2016,319,Arsenal,Watford,0.356466877,1,Iwobi,April
2016,319,Arsenal,Watford,0.105969791,,Iwobi,April
2016,319,Arsenal,Watford,0.3025,1,Bellerin,April
2016,319,Arsenal,Watford,0.352739726,,Ozil,April
2016,319,Arsenal,Watford,0.105969791,,A Sanchez,April
2016,319,Arsenal,Watford,0.486725664,,Welbeck,April
2016,319,Arsenal,Watford,0.486725664,,Giroud,April
2016,319,Arsenal,Watford,0.732110092,1,Walcott,April
2016,319,Watford,Arsenal,0.338461538,,Deeney,April
2016,319,Watford,Arsenal,0.338680927,,Deeney,April
2016,320,Sunderland,Wba,0.352739726,,Defoe,April
2016,320,Sunderland,Wba,0.352739726,,Cattermole,April
2016,320,Sunderland,Wba,0.180232558,,Defoe,April
2016,320,Sunderland,Wba,0.356466877,,Kirchhoff,April
2016,320,Sunderland,Wba,0.105969791,,Borini,April
2016,320,Sunderland,Wba,0.195592287,,Borini,April
2016,320,Sunderland,Wba,0.383802817,,Defoe,April
2016,316,Leicester,Southampton,0.486725664,1,Morgan,April
2016,316,Leicester,Southampton,0.554744526,,Simpson,April
2016,316,Leicester,Southampton,0.105969791,,Mahrez,April
2016,316,Leicester,Southampton,0.254098361,,Vardy,April
2016,316,Southampton,Leicester,0.33273703,,Mane,April
2016,316,Southampton,Leicester,0.105969791,,Fonte,April
2016,313,Man Utd,Everton,0.489813995,1,Martial,April
2016,313,Man Utd,Everton,0.3025,,Rashford,April
2016,313,Everton,Man Utd,0.489813995,,Jagielka,April
2016,321,Arsenal,West Ham,0.251748252,1,Ozil,April
2016,321,Arsenal,West Ham,0.105969791,,A Sanchez,April
2016,321,Arsenal,West Ham,0.251748252,1,A Sanchez,April
2016,321,Arsenal,West Ham,0.197435897,,Monreal,April
2016,321,Arsenal,West Ham,0.307692308,,Monreal,April
2016,321,Arsenal,West Ham,0.486725664,1,Koscielny,April
2016,321,West Ham,Arsenal,0.105969791,,A Carroll,April
2016,321,West Ham,Arsenal,0.486725664,,A Carroll,April
2016,321,West Ham,Arsenal,0.486725664,1,A Carroll,April
2016,321,West Ham,Arsenal,0.489813995,1,A Carroll,April
2016,321,West Ham,Arsenal,0.506276151,1,A Carroll,April
2016,321,West Ham,Arsenal,0.105969791,,Payet,April
2016,321,West Ham,Arsenal,0.105969791,,Cresswell,April
2016,322,Aston Villa,Bournemouth,0.24702381,1,J Ayew,April
2016,322,Bournemouth,Aston Villa,0.105969791,,Grabban,April
2016,322,Bournemouth,Aston Villa,0.428315412,1,S Cook,April
2016,322,Bournemouth,Aston Villa,0.352739726,1,J King,April
2016,323,Chelsea,Swansea,0.3025,,Loftus-Cheek,April
2016,323,Chelsea,Swansea,0.27027027,,Falcao,April
2016,323,Swansea,Chelsea,0.251748252,,Sigurdsson,April
2016,323,Swansea,Chelsea,0.356466877,1,Sigurdsson,April
2016,323,Swansea,Chelsea,0.105969791,,A Ayew,April
2016,323,Swansea,Chelsea,0.428315412,,Fer,April
2016,323,Swansea,Chelsea,0.489813995,,Paloschi,April
2016,323,Swansea,Chelsea,0.105969791,,Cork,April
2016,324,Everton,Watford,0.15270936,,Deulofeu,April
2016,324,Everton,Watford,0.195592287,,Barkley,April
2016,324,Everton,Watford,0.338680927,1,McCarthy,April
2016,324,Everton,Watford,0.105969791,,Lennon,April
2016,324,Everton,Watford,0.105969791,,Lennon,April
2016,324,Everton,Watford,0.19,,Mirallas,April
2016,324,Everton,Watford,0.489813995,,Lukaku,April
2016,324,Watford,Everton,0.105969791,,Jurado,April
2016,324,Watford,Everton,0.105969791,,B Watson,April
2016,324,Watford,Everton,0.554744526,1,Holebas,April
2016,324,Watford,Everton,0.105969791,,B Watson,April
2016,324,Watford,Everton,0.251533742,,Ighalo,April
2016,327,Newcastle,Southampton,0.24702381,,Perez,April
2016,327,Newcastle,Southampton,0.105969791,,Townsend,April
2016,327,Newcastle,Southampton,0.105969791,1,Townsend,April
2016,327,Southampton,Newcastle,0.486725664,,Pelle,April
2016,327,Southampton,Newcastle,0.428315412,1,Long,April
2016,327,Southampton,Newcastle,0.105969791,,Pelle,April
2016,327,Southampton,Newcastle,0.338461538,1,Pelle,April
2016,327,Southampton,Newcastle,0.428315412,,Fonte,April
2016,327,Southampton,Newcastle,0.356466877,1,Wanyama,April
2016,328,Crystal Palace,Norwich,0.251748252,,Dann,April
2016,328,Crystal Palace,Norwich,0.105969791,1,Puncheon,April
2016,328,Crystal Palace,Norwich,0.105969791,,Cabaye,April
2016,328,Crystal Palace,Norwich,0.215909091,,Zaha,April
2016,328,Crystal Palace,Norwich,0.146919431,,Zaha,April
2016,328,Norwich,Crystal Palace,0.06547619,,R Brady,April
2016,328,Norwich,Crystal Palace,0.428315412,,Bennett,April
2016,328,Norwich,Crystal Palace,0.338461538,,M Olsson,April
2016,328,Norwich,Crystal Palace,0.338461538,,R Brady,April
2016,330,Wba,Man CIty,0.146919431,1,Sessegnon,April
2016,330,Wba,Man CIty,0.19,,Gardner,April
2016,330,Man CIty,Wba,0.828,1,Aguero,April
2016,330,Man CIty,Wba,0.105969791,,Aguero,April
2016,330,Man CIty,Wba,0.732110092,1,Nasri,April
2016,330,Man CIty,Wba,0.192,,Aguero,April
2016,325,Leicester,Sunderland,0.105969791,,Kante,April
2016,325,Leicester,Sunderland,0.197435897,1,Vardy,April
2016,325,Leicester,Sunderland,0.105969791,,Albrighton,April
2016,325,Leicester,Sunderland,0.3025,,Ulloa,April
2016,325,Leicester,Sunderland,0.486725664,,Vardy,April
2016,325,Leicester,Sunderland,0.356466877,,Amartey,April
2016,325,Leicester,Sunderland,0.356466877,1,Vardy,April
2016,325,Sunderland,Leicester,0.146919431,,Borini,April
2016,326,Man Utd,Tottenham,0.338680927,,Martial,April
2016,326,Tottenham,Man Utd,0.105969791,,Eriksen,April
2016,326,Tottenham,Man Utd,0.105969791,,Dier,April
2016,326,Tottenham,Man Utd,0.105969791,,Kane,April
2016,326,Tottenham,Man Utd,0.428315412,1,Dele Alli,April
2016,326,Tottenham,Man Utd,0.338461538,1,Alderweireld,April
2016,326,Tottenham,Man Utd,0.338461538,1,Lamela,April
2016,326,Tottenham,Man Utd,0.338680927,,Kane,April
2016,326,Tottenham,Man Utd,0.486725664,,Vertonghen,April
2016,329,Liverpool,Stoke,0.105969791,1,Moreno,April
2016,329,Liverpool,Stoke,0.758687259,1,Sturridge,April
2016,329,Liverpool,Stoke,0.095588235,,Clyne,April
2016,329,Liverpool,Stoke,0.732110092,1,Origi,April
2016,329,Liverpool,Stoke,0.035714286,,Firmino,April
2016,329,Liverpool,Stoke,0.105969791,1,Origi,April
2016,329,Stoke,Liverpool,0.489813995,1,Bojan,April
2016,329,Stoke,Liverpool,0.105969791,,Imbula,April
2016,329,Stoke,Liverpool,0.428315412,,Cameron,April
2016,343,Crystal Palace,Everton,0.125,,Bolasie,April
2016,343,Crystal Palace,Everton,0.27027027,,Puncheon,April
2016,343,Crystal Palace,Everton,0.3025,,J Ward,April
2016,343,Crystal Palace,Everton,0.105969791,,Puncheon,April
2016,343,Crystal Palace,Everton,0.06547619,,Cabaye,April
2016,343,Crystal Palace,Everton,0.192,,Puncheon,April
2016,343,Everton,Crystal Palace,0.105969791,,Coleman,April
2016,343,Everton,Crystal Palace,0.352739726,,Coleman,April
2016,343,Everton,Crystal Palace,0.338680927,,Lukaku,April
2016,343,Everton,Crystal Palace,0.428315412,,Stones,April
2016,343,Everton,Crystal Palace,0.105969791,,Mori,April
2016,334,Chelsea,Man CIty,0.15270936,,Pedro,April
2016,334,Chelsea,Man CIty,0.105969791,,B Traore,April
2016,334,Chelsea,Man CIty,0.105969791,,Fabregas,April
2016,334,Chelsea,Man CIty,0.15270936,,D Costa,April
2016,334,Man CIty,Chelsea,0.146919431,,De Bruyne,April
2016,334,Man CIty,Chelsea,0.251533742,,De Bruyne,April
2016,334,Man CIty,Chelsea,0.33273703,,Nasri,April
2016,334,Man CIty,Chelsea,0.24702381,1,Aguero,April
2016,334,Man CIty,Chelsea,0.192,1,Aguero,April
2016,334,Man CIty,Chelsea,0.27027027,,Nasri,April
2016,334,Man CIty,Chelsea,0.828,1,Aguero,April
2016,331,Man Utd,Aston Villa,0.428315412,1,Rashford,April
2016,331,Man Utd,Aston Villa,0.105969791,,Rooney,April
2016,331,Man Utd,Aston Villa,0.170731707,,Mata,April
2016,331,Man Utd,Aston Villa,0.197435897,,Memphis,April
2016,331,Aston Villa,Man Utd,0.338461538,,C Clark,April
2016,335,Everton,Southampton,0.251748252,1,Mori,April
2016,335,Southampton,Everton,0.180232558,,Tadic,April
2016,335,Southampton,Everton,0.486725664,1,Mane,April
2016,335,Southampton,Everton,0.192,,Rodriguez,April
2016,335,Southampton,Everton,0.268115942,,Mane,April
2016,335,Everton,Southampton,0.19,,Mirallas,April
2016,337,Newcastle,Swansea,0.105969791,,Townsend,April
2016,337,Newcastle,Swansea,0.197435897,,Colback,April
2016,337,Newcastle,Swansea,0.105969791,,Townsend,April
2016,337,Newcastle,Swansea,0.732110092,1,Lascelles,April
2016,337,Newcastle,Swansea,0.489813995,1,M Sissoko,April
2016,337,Newcastle,Swansea,0.105969791,,Shelvey,April
2016,337,Newcastle,Swansea,0.208219178,1,Townsend,April
2016,337,Swansea,Newcastle,0.383802817,,Williams,April
2016,339,Wba,Watford,0.489813995,,McAuley,April
2016,339,Watford,Wba,0.105969791,,Jurado,April
2016,339,Watford,Wba,0.208219178,1,B Watson,April
2016,339,Watford,Wba,0.3025,,Deeney,April
2016,339,Watford,Wba,0.195592287,,Jurado,April
2016,339,Wba,Watford,0.19,,Sessegnon,April
2016,339,Wba,Watford,0.828,,Berahino,April
2016,339,Wba,Watford,0.828,,Berahino,April
2016,336,Norwich,Sunderland,0.105969791,,R Brady,April
2016,336,Norwich,Sunderland,0.486725664,,Mbokani,April
2016,336,Norwich,Sunderland,0.105969791,,M Olsson,April
2016,336,Norwich,Sunderland,0.486725664,,Mbokani,April
2016,336,Norwich,Sunderland,0.338680927,,Hoolahan,April
2016,336,Norwich,Sunderland,0.105969791,,Redmond,April
2016,336,Sunderland,Norwich,0.356466877,1,Borini,April
2016,336,Sunderland,Norwich,0.489813995,1,Defoe,April
2016,336,Sunderland,Norwich,0.268115942,1,Watmore,April
2016,332,Arsenal,Crystal Palace,0.486725664,,Ozil,April
2016,332,Arsenal,Crystal Palace,0.356466877,1,A Sanchez,April
2016,332,Arsenal,Crystal Palace,0.103225806,,Welbeck,April
2016,332,Arsenal,Crystal Palace,0.554744526,,Welbeck,April
2016,332,Arsenal,Crystal Palace,0.486725664,,Giroud,April
2016,332,Arsenal,Crystal Palace,0.356466877,,Gabriel,April
2016,332,Crystal Palace,Arsenal,0.06547619,,Bolasie,April
2016,332,Crystal Palace,Arsenal,0.105969791,1,Bolasie,April
2016,340,Leicester,West Ham,0.251748252,1,Vardy,April
2016,340,West Ham,Leicester,0.33273703,,Kouyate,April
2016,340,West Ham,Leicester,0.105969791,,Kouyate,April
2016,340,West Ham,Leicester,0.15270936,1,Cresswell,April
2016,340,Leicester,West Ham,0.828,1,Ulloa,April
2016,340,West Ham,Leicester,0.828,1,A Carroll,April
2016,333,Bournemouth,Liverpool,0.486725664,,Elphick,April
2016,333,Bournemouth,Liverpool,0.208219178,,J King,April
2016,333,Bournemouth,Liverpool,0.486725664,,Grabban,April
2016,333,Bournemouth,Liverpool,0.486725664,,C Wilson,April
2016,333,Bournemouth,Liverpool,0.181818182,1,J King,April
2016,333,Liverpool,Bournemouth,0.180232558,,Sturridge,April
2016,333,Liverpool,Bournemouth,0.3025,,Randall,April
2016,333,Liverpool,Bournemouth,0.383802817,,Sturridge,April
2016,333,Liverpool,Bournemouth,0.758687259,1,Firmino,April
2016,333,Liverpool,Bournemouth,0.486725664,1,Sturridge,April
2016,333,Liverpool,Bournemouth,0.195592287,,Firmino,April
2016,338,Stoke,Tottenham,0.181818182,,Arnautovic,April
2016,338,Stoke,Tottenham,0.489813995,,Joselu,April
2016,338,Tottenham,Stoke,0.27027027,,Kane,April
2016,338,Tottenham,Stoke,0.125,1,Kane,April
2016,338,Tottenham,Stoke,0.197435897,,Lamela,April
2016,338,Tottenham,Stoke,0.33273703,1,Dele Alli,April
2016,338,Tottenham,Stoke,0.486725664,1,Kane,April
2016,338,Tottenham,Stoke,0.338461538,1,Dele Alli,April
2016,267,Newcastle,Man CIty,0.251533742,,M Sissoko,April
2016,267,Newcastle,Man CIty,0.070063694,1,Anita,April
2016,267,Newcastle,Man CIty,0.352739726,,Wijnaldum,April
2016,267,Man CIty,Newcastle,0.383802817,1,Aguero,April
2016,267,Man CIty,Newcastle,0.208219178,,Navas,April
2016,267,Man CIty,Newcastle,0.338461538,,Aguero,April
2016,267,Man CIty,Newcastle,0.105969791,,De Bruyne,April
2016,267,Man CIty,Newcastle,0.338461538,,Bony,April
